project_name_en,ejari_property_sub_type_en,average_prices_per_development
OASIS TOWER ONE,3 bed rooms+hall,74096.93181818182
OASIS TOWER ONE,Shop,445181.8181818182
OASIS TOWER ONE,Studio,29466.542857142857
OASIS TOWER ONE,Supermarket,434718.75
OBEROI CENTRE,Office,330893.7234401349
OBEROI CENTRE,Restaurant,384999.5
OBEROI CENTRE,Shop,170408.5172413793
OCEAN BREEZE,5 bed rooms+hall,1050250.0
OCEAN BREEZE,6 bed rooms+hall,1960717.0
OCEAN HEIGHTS,1bed room+Hall,84759.64237021499
OCEAN HEIGHTS,2 bed rooms+hall,117419.8691514671
OCEAN HEIGHTS,3 bed rooms+hall,155052.4880239521
OCEAN HEIGHTS,4 bed rooms+hall,231472.0
OCEAN HEIGHTS,5 bed rooms+hall,564211.0
OCEAN HEIGHTS,Shop,615200.0
OCEANA HOTEL AND APARTMENTS,4 bed rooms+hall,400000.0
OCEANA HOTEL AND APARTMENTS,Hotel,90000.0
OCEANA HOTEL AND APARTMENTS,Shop,1184030.0
OCEANA MOVENPICK HOTEL,Shop,2650000.0
OIA Residence,1bed room+Hall,63243.56578947369
OIA Residence,2 bed rooms+hall,105483.05753424657
OIA Residence,3 bed rooms+hall,121927.04291845493
OIA Residence,4 bed rooms+hall,134080.06779661018
OLIVE POINT,6 bed rooms+hall,405664.72222222225
OLYMPIC PARK 1,1bed room+Hall,49229.98245614035
OLYMPIC PARK 1,2 bed rooms+hall,72936.03305785124
OLYMPIC PARK 2,1bed room+Hall,51023.24125874126
OLYMPIC PARK 2,2 bed rooms+hall,75149.64084507042
OLYMPIC PARK 3,1bed room+Hall,49990.8544600939
OLYMPIC PARK 3,2 bed rooms+hall,72886.15060240965
OLYMPIC PARK 4,1bed room+Hall,48114.171875
OLYMPIC PARK 4,2 bed rooms+hall,71737.50676982592
ONE AT PALM JUMEIRAH,3 bed rooms+hall,1174250.5555555555
ONE AT PALM JUMEIRAH,4 bed rooms+hall,1666563.7777777778
ONE BUSINESS BAY,Office,253633.90771558246
ONE BUSINESS BAY,Shop,223196.16
ONTARIO TOWER,1bed room+Hall,61935.92544570503
ONTARIO TOWER,2 bed rooms+hall,82113.81847133758
ONTARIO TOWER,3 bed rooms+hall,57696.555555555555
ONTARIO TOWER,Office,107782.3501048218
ONTARIO TOWER,Shop,226117.8536585366
ONTARIO TOWER,Showroom,606053.5714285715
ONTARIO TOWER,Studio,47975.05925925926
OPAL TOWER,Office,130663.82875605815
OPAL TOWER,Shop,292666.22857142857
OPAL TOWER,Warehouse,285195.3333333333
ORANGE LAKE,4 bed rooms+hall,791743.6521739131
ORANGE LAKE,5 bed rooms+hall,334264.95652173914
ORANGE LAKE,6 bed rooms+hall,300896.95454545453
ORCHID PARK,3 bed rooms+hall,126037.0
ORCHID PARK,4 bed rooms+hall,121342.25
ORION BUILDING,1bed room+Hall,57421.61818181818
ORION BUILDING,2 bed rooms+hall,76351.16279069768
ORION BUILDING,Shop,195993.75
ORION BUILDING,Studio,34181.818181818184
ORION BUILDING,Warehouse,402291.3333333333
ORRA MARINA,1bed room+Hall,97851.16398243046
ORRA MARINA,2 bed rooms+hall,128403.45641838352
ORRA MARINA,3 bed rooms+hall,172219.55555555556
ORRA MARINA,4 bed rooms+hall,365947.36363636365
ORRA MARINA,5 bed rooms+hall,526875.0
ORRA MARINA,6 bed rooms+hall,506250.0
ORRA MARINA,Office,100000.0
ORRA MARINA,Shop,265052.1935483871
OXBRIDGE GARDENS,1bed room+Hall,56175.11034482758
OXBRIDGE GARDENS,2 bed rooms+hall,80780.675
OXBRIDGE GARDENS,Shop,138958.33333333334
OXBRIDGE GARDENS,Studio,40806.73469387755
OXFORD BOULEVARD,1bed room+Hall,72679.98913043478
OXFORD BOULEVARD,2 bed rooms+hall,85555.55555555556
OXFORD BOULEVARD,Studio,47068.86614173228
OXFORD RESIDENCE 2,1bed room+Hall,60336.79838709677
OXFORD RESIDENCE 2,2 bed rooms+hall,82484.14285714286
OXFORD RESIDENCE 2,Studio,36779.14492753623
OXFORD TOWER,Office,75343.40735068913
OXFORD TOWER,Shop,96987.98484848485
Olivz Residence,1bed room+Hall,52423.07692307692
Olivz Residence,2 bed rooms+hall,69555.55555555556
Olivz Residence,Studio,38409.64705882353
One Za'abeel,1bed room+Hall,410714.28571428574
One Za'abeel,2 bed rooms+hall,508666.6666666667
One Za'abeel,3 bed rooms+hall,1750000.0
One Za'abeel,Office,7114977.5
Opera Grand,1bed room+Hall,124448.27586206897
Opera Grand,2 bed rooms+hall,225473.35714285713
Opera Grand,3 bed rooms+hall,420702.4054054054
Opera Grand,4 bed rooms+hall,587600.0
Opera Grand,5 bed rooms+hall,460000.0
Opera Grand,Office,1060409.0
Opera Grand,Restaurant,273619.0
Oxford 212,1bed room+Hall,97713.21428571429
Oxford 212,2 bed rooms+hall,151288.88888888888
Oxford 212,Studio,59579.89333333333
Oxford Residence,1bed room+Hall,56866.62937062937
Oxford Residence,2 bed rooms+hall,73357.625
Oxford Residence,Studio,35081.13740458015
Oxford Terraces,1bed room+Hall,85400.0
Oxford Terraces,Studio,71000.0
PALACE ESTATES,4 bed rooms+hall,133305.31666666668
PALACE TOWER,1bed room+Hall,44786.455764075065
PALACE TOWER,2 bed rooms+hall,61524.56
PALACE TOWER,Office,79112.13090128756
PALACE TOWER,Shop,300025.30303030304
PALACE TOWER,Studio,31122.217828900073
PALACIO,1bed room+Hall,44274.31078107811
PALACIO,2 bed rooms+hall,63903.4940652819
PALACIO,3 bed rooms+hall,80481.66816143498
PALACIO,Shop,73563.14545454546
PALACIO,Showroom,127073.83333333333
PALACIO,Studio,31093.453823237338
PALAZZO VERSACE,1bed room+Hall,167500.0
PALAZZO VERSACE,2 bed rooms+hall,187791.58122743684
PALAZZO VERSACE,3 bed rooms+hall,305005.52742616035
PALAZZO VERSACE,4 bed rooms+hall,485042.89130434784
PALAZZO VERSACE,5 bed rooms+hall,552500.0
PALAZZO VERSACE,6 bed rooms+hall,1187952.6666666667
PALAZZO VERSACE,Shop,1130746.6666666667
PALLADIUM,1bed room+Hall,72228.24117647059
PALLADIUM,2 bed rooms+hall,89922.2262026612
PALLADIUM,3 bed rooms+hall,123107.80864197531
PALLADIUM,5 bed rooms+hall,120963.33333333333
PALLADIUM,Office,318222.94205607474
PALLADIUM,Shop,229897.52
PALM VIEWS - EAST,1bed room+Hall,60345.0
PALM VIEWS - EAST,Shop,341295.9285714286
PALM VIEWS - EAST,Studio,68014.95853658537
PALM VIEWS - WEST,1bed room+Hall,97000.0
PALM VIEWS - WEST,Office,383248.0
PALM VIEWS - WEST,Shop,498843.0
PALM VIEWS - WEST,Studio,67063.18689320388
PANORAMA,1bed room+Hall,90228.27346938776
PANORAMA,2 bed rooms+hall,141674.38383838383
PANORAMA,3 bed rooms+hall,185859.6017094017
PANORAMA,4 bed rooms+hall,264333.3333333333
PANORAMA,Shop,652800.5357142857
PANTHEON ELYSEE,1bed room+Hall,54642.86734693877
PANTHEON ELYSEE,2 bed rooms+hall,77006.92307692308
PANTHEON ELYSEE,3 bed rooms+hall,121666.66666666667
PANTHEON ELYSEE,Shop,129758.33333333333
PANTHEON ELYSEE,Studio,36998.91866028708
PARAMOUNT TOWER HOTEL & RESIDENCES,1bed room+Hall,96515.19841269842
PARAMOUNT TOWER HOTEL & RESIDENCES,2 bed rooms+hall,476676.05333333334
PARAMOUNT TOWER HOTEL & RESIDENCES,3 bed rooms+hall,190003.21212121213
PARAMOUNT TOWER HOTEL & RESIDENCES,Shop,188433.75
PARAMOUNT TOWER HOTEL & RESIDENCES,Studio,66142.85714285714
PARK CENTRAL,1bed room+Hall,62281.26408450704
PARK CENTRAL,2 bed rooms+hall,87450.36725663717
PARK CENTRAL,Shop,69420.57894736843
PARK CENTRAL,Studio,45908.95620437956
PARK CORNER,1bed room+Hall,54066.94696969697
PARK CORNER,2 bed rooms+hall,82197.52380952382
PARK CORNER,3 bed rooms+hall,91940.76470588235
PARK CORNER,Studio,33432.49152542373
PARK HEIGHTS II,1bed room+Hall,57305.682741116754
PARK HEIGHTS II,2 bed rooms+hall,87169.81308411215
PARK HEIGHTS II,3 bed rooms+hall,134592.5891891892
PARK HEIGHTS II,Shop,209592.2
PARK ISLANDS,1bed room+Hall,92841.07822327044
PARK ISLANDS,2 bed rooms+hall,133777.70294280956
PARK ISLANDS,3 bed rooms+hall,214814.29787234042
PARK ISLANDS,Shop,271129.3714285714
PARK LANE TOWER,Office,52110.580602883354
PARK LANE TOWER,Shop,259652.47826086957
PARK LANE TOWER,Studio,114228.0
PARK ONE,1bed room+Hall,59202.153225806454
PARK ONE,2 bed rooms+hall,100388.88888888889
PARK ONE,Shop,67500.0
PARK ONE,Studio,38031.5
PARK RIDGE,1bed room+Hall,77579.70183486238
PARK RIDGE,2 bed rooms+hall,130414.45799457995
PARK RIDGE,3 bed rooms+hall,203459.03225806452
PARK RIDGE,Shop,106803.5
PARK SQUARE,1bed room+Hall,53874.91509433962
PARK SQUARE,2 bed rooms+hall,74273.48255813954
PARK VIEW TOWER,1bed room+Hall,77727.91489361702
PARK VIEW TOWER,2 bed rooms+hall,94569.06666666667
PARK VIEW TOWER,3 bed rooms+hall,199791.0
PARK VIEW TOWER,Shop,385833.3333333333
PARK VIEW TOWER,Studio,46470.170506912444
PARK VILLA'S,4 bed rooms+hall,105309.375
PARK VILLA'S 2,4 bed rooms+hall,110981.375
PARK VILLA'S 3,1bed room+Hall,237626.5
PARK VILLA'S 3,2 bed rooms+hall,102600.0
PARK VILLA'S 6,4 bed rooms+hall,105866.66666666667
PEARLZ by Danube,1bed room+Hall,79230.33333333333
PEARLZ by Danube,2 bed rooms+hall,116846.15384615384
PEARLZ by Danube,3 bed rooms+hall,155000.0
PEARLZ by Danube,Studio,57333.333333333336
PG UPPERHOUSE,1bed room+Hall,80723.33333333333
PG UPPERHOUSE,2 bed rooms+hall,89000.0
PG UPPERHOUSE,Shop,266666.6666666667
PHOENIX TOWER,1bed room+Hall,36754.65217391304
PHOENIX TOWER,2 bed rooms+hall,58027.98156682028
PHOENIX TOWER,Shop,29317.975609756097
PHOENIX TOWER,Studio,27989.27203065134
PLATINUM 1,1bed room+Hall,61725.02866242038
PLATINUM 1,2 bed rooms+hall,98850.0
PLATINUM 1,Shop,140580.25925925927
PLATINUM 1,Studio,49789.69816053512
PLATINUM RESIDENCE,1bed room+Hall,52644.73684210526
PLATINUM RESIDENCE,2 bed rooms+hall,63192.137931034486
PLATINUM RESIDENCE,Studio,32818.526845637585
PLATINUM RESIDENCE 1,1bed room+Hall,47270.63368421052
PLATINUM RESIDENCE 2,2 bed rooms+hall,68104.91384615385
PLATINUM TOWER,Office,266171.3656845754
PLATINUM TOWER,Shop,177655.03296703298
PLAZA RESIDENCES,1bed room+Hall,48317.357142857145
PLAZA RESIDENCES,2 bed rooms+hall,71450.01549053357
PLAZA RESIDENCES,3 bed rooms+hall,99618.53389830509
PLAZA RESIDENCES,Shop,205167.0909090909
PLAZA RESIDENCES,Studio,32352.68454935622
PLAZA RESIDENCES,Warehouse,272531.0
PLAZZO HEIGHTS,1bed room+Hall,44210.52631578947
PLAZZO HEIGHTS,2 bed rooms+hall,73285.71428571429
PLAZZO HEIGHTS,Shop,91666.66666666667
PLAZZO HEIGHTS,Studio,45906.25
PLAZZO RESIDENCE,1bed room+Hall,49384.555555555555
PLAZZO RESIDENCE,2 bed rooms+hall,67701.16216216216
PLAZZO RESIDENCE,Shop,300773.95
PLAZZO RESIDENCE,Studio,31022.185185185186
POLO HOMES,6 bed rooms+hall,653333.3333333334
PRIME BUSINESS CENTER,Health club,169211.36363636365
PRIME BUSINESS CENTER,Office,67117.80819112629
PRIME BUSINESS CENTER,Shop,157268.2258064516
PRIME RESIDENCY1,1bed room+Hall,37234.160377358494
PRIME RESIDENCY1,2 bed rooms+hall,49616.55086848635
PRIME RESIDENCY1,Shop,93445.01190476191
PRIME RESIDENCY2,1bed room+Hall,37847.286755771565
PRIME RESIDENCY2,2 bed rooms+hall,50592.47103274559
PRIME RESIDENCY2,Office,67378.42857142857
PRIME RESIDENCY2,Shop,78405.22535211267
PRIME TOWER,Office,204915.22086466165
PRIME TOWER,Shop,275000.0
PRIME VILLAS,4 bed rooms+hall,147000.0
PRIME VILLAS,5 bed rooms+hall,212570.93181818182
PRINCESS TOWER,1bed room+Hall,76972.39721448468
PRINCESS TOWER,2 bed rooms+hall,116061.33483907397
PRINCESS TOWER,3 bed rooms+hall,151172.35755813954
PRINCESS TOWER,4 bed rooms+hall,224512.34939759035
PRINCESS TOWER,5 bed rooms+hall,415893.3333333333
PRINCESS TOWER,Shop,484491.8157894737
PRIVE BY DAMAC,1bed room+Hall,95780.10584958218
PRIVE BY DAMAC,2 bed rooms+hall,131576.4
PRIVE BY DAMAC,Restaurant,1374942.5
PRIVE BY DAMAC,Shop,494950.04761904763
PRIVE BY DAMAC,Studio,59976.159680638724
PROFILE RESIDENCE,1bed room+Hall,60583.333333333336
PROFILE RESIDENCE,2 bed rooms+hall,93206.30769230769
PROFILE RESIDENCE,Office,39000.0
PROFILE RESIDENCE,Studio,41000.0
PULSE SMART RESIDENCE,1bed room+Hall,44599.58064516129
PULSE SMART RESIDENCE,2 bed rooms+hall,63639.65217391304
PULSE SMART RESIDENCE,3 bed rooms+hall,94200.0
PULSE SMART RESIDENCE,Studio,40010.50574712644
Palace Residences - Dubai Creek Harbour,1bed room+Hall,103794.05555555556
Palace Residences - Dubai Creek Harbour,2 bed rooms+hall,158059.63529411764
Palace Residences - Dubai Creek Harbour,3 bed rooms+hall,257787.11111111112
Palma Residence,3 bed rooms+hall,100000.0
Palma Residence,4 bed rooms+hall,307264.5333333333
Palma Residence,5 bed rooms+hall,384768.72615384613
Palme Couture,3 bed rooms+hall,590000.0
Palme Couture,4 bed rooms+hall,909612.2
Paradise View 1,1bed room+Hall,722065.0804347827
Paradise View 1,2 bed rooms+hall,475725.2971014493
Paradise View 1,3 bed rooms+hall,80470.675
Paradise View 1,Studio,701916.9585987261
Park Gate Residences,1bed room+Hall,86579.39366515836
Park Gate Residences,2 bed rooms+hall,115473.36221837088
Park Gate Residences,3 bed rooms+hall,163770.36842105264
Park Gate Residences,4 bed rooms+hall,352500.0
Park Gate Residences,5 bed rooms+hall,421412.75
Park Gate Residences,Shop,199120.5652173913
Park Heights I,1bed room+Hall,57799.57441253264
Park Heights I,2 bed rooms+hall,87503.1974789916
Park Heights I,3 bed rooms+hall,154044.03076923077
Park Heights I,Shop,201226.11111111112
Park Point,1bed room+Hall,60968.70462633452
Park Point,2 bed rooms+hall,99449.35177865613
Park Point,3 bed rooms+hall,154211.68586387436
Park Point,Office,10000.0
Park Point,Shop,172271.66666666666
Park Vista,1bed room+Hall,72436.23076923077
Park Vista,2 bed rooms+hall,118000.0
Park Vista,Studio,49112.94117647059
Park ville 07,1bed room+Hall,33644.479452054795
Park ville 07,2 bed rooms+hall,47000.0
Park ville 07,Studio,24700.070422535213
Parkside,3 bed rooms+hall,84477.85635359117
Parkside,4 bed rooms+hall,119738.14285714286
Parkside 2,3 bed rooms+hall,93988.83684210526
Parkside 2,4 bed rooms+hall,131118.05
Parkside 3,3 bed rooms+hall,92089.55844155845
Parkside 3,4 bed rooms+hall,133999.2098765432
Parkway Vistas,5 bed rooms+hall,1500000.0
Parkway Vistas,6 bed rooms+hall,880161.9090909091
Parkway Vistas,7 bed rooms+hall,937658.9047619047
Port De La Mer - La Voile,1bed room+Hall,119784.25454545455
Port De La Mer - La Voile,2 bed rooms+hall,201084.5652173913
Port De La Mer - La Voile,3 bed rooms+hall,240000.0
Port de La Mer - La Cote,1bed room+Hall,119161.60115606936
Port de La Mer - La Cote,2 bed rooms+hall,170380.6054054054
Port de La Mer - La Cote,3 bed rooms+hall,351321.51515151514
Port de La Mer - La Cote,4 bed rooms+hall,352215.25
Port de La Mer - La Cote,Office,25000.0
Port de La Mer - La Cote,Shop,319489.9285714286
Port de La Mer - Le Pont,1bed room+Hall,127637.48780487805
Port de La Mer - Le Pont,2 bed rooms+hall,195027.77777777778
Port de La Mer - Le Pont,3 bed rooms+hall,362000.0
Prime Gardens,1bed room+Hall,96588.23529411765
Prime Gardens,2 bed rooms+hall,117000.0
Prime Gardens,Studio,50768.666666666664
Prime Views,1bed room+Hall,67643.97008547008
Prime Views,2 bed rooms+hall,94460.0
Prime Views,Shop,140000.0
Private Residences Dubai,4 bed rooms+hall,2800000.0
Private Residences Dubai,Shop,140000.0
Prive Residence,1bed room+Hall,102614.67647058824
Prive Residence,2 bed rooms+hall,160714.2857142857
Prive Residence,Shop,360322.3333333333
Prive Residence,Studio,74142.85714285714
Q - Zone (Qpoint - Phase III) MU007,1bed room+Hall,39108.081280788174
Q - Zone (Qpoint - Phase III) MU007,2 bed rooms+hall,57286.032258064515
Q - Zone (Qpoint - Phase III) MU007,Studio,29292.754491017964
Q Gardens Boutique Residences,1bed room+Hall,73716.37692307692
Q Gardens Boutique Residences,2 bed rooms+hall,119964.82857142857
Q Gardens Boutique Residences,Shop,320000.0
Q Gardens Boutique Residences,Studio,35610.0
"Q-Zone (Qpoint - Phase III), MU005&6",1bed room+Hall,36052.96716417911
"Q-Zone (Qpoint - Phase III), MU005&6",2 bed rooms+hall,55346.87943262411
"Q-Zone (Qpoint - Phase III), MU005&6",Studio,26419.929824561405
"QASR SABAH I , II ,III",1bed room+Hall,39122.02583372475
"QASR SABAH I , II ,III",Shop,82073.92307692308
"QASR SABAH I , II ,III",Studio,28748.41489361702
QLINE (QPOINT PHASEII) 3C-LW-R-054,1bed room+Hall,41498.68206521739
QLINE (QPOINT PHASEII) 3C-LW-R-054,2 bed rooms+hall,57575.596153846156
QLINE (QPOINT PHASEII) 3C-LW-R-054,Studio,28971.414634146342
QLINE (QPOINT PHASEII) 3C-LW-R-064,1bed room+Hall,41220.805194805194
QLINE (QPOINT PHASEII) 3C-LW-R-064,2 bed rooms+hall,59236.44094488189
QLINE (QPOINT PHASEII) 3C-LW-R-064,Studio,29759.47
QPOINT LIWAN - PLOT R002,1bed room+Hall,39602.979166666664
QPOINT LIWAN - PLOT R002,2 bed rooms+hall,58116.38392857143
QPOINT LIWAN - PLOT R002,3 bed rooms+hall,75481.24
QPOINT LIWAN - PLOT R003,1bed room+Hall,35058.267676767675
QPOINT LIWAN - PLOT R003,2 bed rooms+hall,51724.06
QPOINT LIWAN - PLOT R003,3 bed rooms+hall,65806.76470588235
QPOINT LIWAN- R093,1bed room+Hall,35205.30316742082
QPOINT LIWAN- R093,2 bed rooms+hall,50187.21428571428
QPOINT LIWAN-PLOT R004,1bed room+Hall,37812.19431279621
QPOINT LIWAN-PLOT R004,2 bed rooms+hall,59968.02702702703
QPOINT LIWAN-PLOT R004,3 bed rooms+hall,77824.24242424243
QPOINT LIWAN-PLOT R005,1bed room+Hall,38259.366129032256
QPOINT LIWAN-PLOT R005,2 bed rooms+hall,57113.23004694836
QPOINT LIWAN-PLOT R005,3 bed rooms+hall,77157.66071428571
QPOINT LIWAN-PLOT R008 A&B,1bed room+Hall,38924.660092807426
QPOINT LIWAN-PLOT R008 A&B,2 bed rooms+hall,57657.39871382637
QPOINT LIWAN-PLOT R008 A&B,3 bed rooms+hall,72178.77906976744
QPOINT LIWAN-PLOT R009,1bed room+Hall,34673.24232081911
QPOINT LIWAN-PLOT R009,2 bed rooms+hall,51282.87096774193
QPOINT LIWAN-PLOT R009,3 bed rooms+hall,79000.0
QPOINT LIWAN-PLOT R015,1bed room+Hall,37319.38513513513
QPOINT LIWAN-PLOT R015,2 bed rooms+hall,47175.54814814815
QPOINT LIWAN-PLOT R015,3 bed rooms+hall,67555.52830188679
QPOINT LIWAN-PLOT R016,1bed room+Hall,35967.36416184971
QPOINT LIWAN-PLOT R016,2 bed rooms+hall,50103.54347826087
QPOINT LIWAN-PLOT R016,3 bed rooms+hall,77250.0
QPOINT LIWAN-PLOT R017,1bed room+Hall,36813.929611650485
QPOINT LIWAN-PLOT R017,2 bed rooms+hall,55156.28571428572
QPOINT LIWAN-PLOT R017,3 bed rooms+hall,71057.11538461539
QPOINT LIWAN-PLOT R017,Studio,41500.0
QPOINT LIWAN-PLOT R020,1bed room+Hall,38187.25816993464
QPOINT LIWAN-PLOT R020,2 bed rooms+hall,52656.5243902439
QPOINT LIWAN-PLOT R022,1bed room+Hall,35845.22727272727
QPOINT LIWAN-PLOT R022,2 bed rooms+hall,45400.0
QPOINT LIWAN-PLOT R046,1bed room+Hall,35488.766355140186
QPOINT LIWAN-PLOT R046,2 bed rooms+hall,49975.217391304344
QPOINT LIWAN-PLOT R047,1bed room+Hall,37829.928348909656
QPOINT LIWAN-PLOT R047,2 bed rooms+hall,52264.58219178082
QPOINT LIWAN-PLOT R047,3 bed rooms+hall,74123.53333333334
QPOINT LIWAN-PLOT R048,1bed room+Hall,39606.10365853659
QPOINT LIWAN-PLOT R048,2 bed rooms+hall,53805.63492063492
QPOINT LIWAN-PLOT R048,3 bed rooms+hall,83157.73913043478
QPOINT LIWAN-PLOT R050,1bed room+Hall,30450.312056737588
QPOINT LIWAN-PLOT R050,2 bed rooms+hall,41919.220588235294
QPOINT LIWAN-PLOT R050,3 bed rooms+hall,285687.5238095238
QPOINT LIWAN-PLOT R051,1bed room+Hall,35075.82
QPOINT LIWAN-PLOT R051,2 bed rooms+hall,47468.75
QPOINT LIWAN-PLOT R051,3 bed rooms+hall,71656.66666666667
QPOINT LIWAN-PLOT R052,1bed room+Hall,33274.531746031746
QPOINT LIWAN-PLOT R052,2 bed rooms+hall,50709.07692307692
QPOINT LIWAN-PLOT R052,3 bed rooms+hall,77363.63636363637
QPOINT LIWAN-PLOT R052,Office,35000.0
QPOINT LIWAN-PLOT R053,1bed room+Hall,34350.76162790698
QPOINT LIWAN-PLOT R053,2 bed rooms+hall,51297.23529411765
QPOINT LIWAN-PLOT R053,3 bed rooms+hall,64500.0
QPOINT LIWAN-PLOT R055,1bed room+Hall,38004.992094861664
QPOINT LIWAN-PLOT R055,2 bed rooms+hall,58916.192307692305
QPOINT LIWAN-PLOT R055,3 bed rooms+hall,82043.47826086957
QPOINT LIWAN-PLOT R068,1bed room+Hall,39009.63425925926
QPOINT LIWAN-PLOT R068,2 bed rooms+hall,55250.24
QPOINT LIWAN-PLOT R068,3 bed rooms+hall,80463.1
QPOINT LIWAN-PLOT R068,Office,1000.0
QPOINT LIWAN-PLOT R069,1bed room+Hall,38783.03482587064
QPOINT LIWAN-PLOT R069,2 bed rooms+hall,55500.70992366412
QPOINT LIWAN-PLOT R069,3 bed rooms+hall,74788.90476190476
QPOINT LIWAN-PLOT R070,1bed room+Hall,39632.7311827957
QPOINT LIWAN-PLOT R070,2 bed rooms+hall,53888.61956521739
QPOINT LIWAN-PLOT R070,3 bed rooms+hall,77998.91666666667
QPOINT LIWAN-PLOT R071,1bed room+Hall,39539.775
QPOINT LIWAN-PLOT R071,2 bed rooms+hall,57860.333333333336
QPOINT LIWAN-PLOT R071,3 bed rooms+hall,76794.80952380953
QPOINT LIWAN-PLOT R072,1bed room+Hall,39335.06077348066
QPOINT LIWAN-PLOT R072,2 bed rooms+hall,54816.04201680672
QPOINT LIWAN-PLOT R072,3 bed rooms+hall,78277.93333333333
QPOINT LIWAN-PLOT R073,1bed room+Hall,38488.989304812836
QPOINT LIWAN-PLOT R073,2 bed rooms+hall,57477.34375
QPOINT LIWAN-PLOT R073,3 bed rooms+hall,72389.13043478261
QPOINT LIWAN-PLOT R081,1bed room+Hall,29157.894736842107
QPOINT LIWAN-PLOT R082,1bed room+Hall,31839.739130434784
QPOINT LIWAN-PLOT R092,1bed room+Hall,39634.775132275136
QPOINT LIWAN-PLOT R092,2 bed rooms+hall,51594.160377358494
QPOINT LIWAN-PLOT R094,1bed room+Hall,36800.43388429752
QPOINT LIWAN-PLOT R094,2 bed rooms+hall,53140.34210526316
QPOINT LIWAN-PLOT R094,3 bed rooms+hall,69970.47368421052
QPOINT LIWAN-PLOT R095,1bed room+Hall,36965.02380952381
QPOINT LIWAN-PLOT R095,2 bed rooms+hall,50112.10810810811
QPOINT LIWAN-PLOT R095,3 bed rooms+hall,66500.0
QPOINT LIWAN-PLOT R096,1bed room+Hall,34496.40131578947
QPOINT LIWAN-PLOT R096,2 bed rooms+hall,53461.53846153846
QPOINT LIWAN-PLOT R096,3 bed rooms+hall,56250.0
QPOINT LIWAN-PLOT R097,1bed room+Hall,38606.48535564853
QPOINT LIWAN-PLOT R097,2 bed rooms+hall,57838.068181818184
QPOINT LIWAN-PLOT R097,3 bed rooms+hall,75700.0
QPOINT LIWAN-PLOT R098,1bed room+Hall,37860.34302325582
QPOINT LIWAN-PLOT R098,2 bed rooms+hall,58223.386666666665
QPOINT LIWAN-PLOT R098,3 bed rooms+hall,73000.0
QPOINT LIWAN-PLOT R099,1bed room+Hall,37872.28042328043
QPOINT LIWAN-PLOT R099,2 bed rooms+hall,55119.05263157895
QPOINT LIWAN-PLOT R099,3 bed rooms+hall,69554.94117647059
QPOINT LIWAN-PLOT R100,1bed room+Hall,715743.8397790055
QPOINT LIWAN-PLOT R100,2 bed rooms+hall,666688.125
